Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
1.1205,0.2937,0.4581,1.9722,3.0128,1.9774,2.5535,2.2188,2.5038,1.4801,1.0382,2.8893,2.2743,3.6466,2.7117,1.2089,2.1251,-0.1137,1.8668,4.319,1 
-0.6944,0.9323,2.2758,1.7124,3.8237,0.991,0.3458,0.8331,3.2374,2.1979,2.4941,2.5702,-0.7959,1.7045,4.3687,1.7827,1.5625,1.6484,2.6349,2.2533,1 
-1.6654,1.7226,1.5168,3.5362,0.9568,1.9279,3.1143,0.6999,1.8457,1.9985,1.8653,2.3039,1.5831,1.3295,2.3825,2.2336,1.522,2.9108,1.9003,1.2103,1 
-0.2052,1.2037,2.1759,2.1067,2.6684,3.4021,2.6311,1.9653,1.4769,3.3791,0.0385,1.9037,1.48,2.2888,1.531,2.8311,2.0819,1.9,1.676,2.4936,1 
-0.7531,-0.4424,1.9357,3.9032,1.5087,2.337,1.4846,3.1605,2.0474,1.0992,1.2342,2.6974,2.6576,0.5763,1.9588,1.3189,1.7258,2.2066,1.1949,2.4184,1 
0.9427,1.8293,0.2657,2.5444,3.7571,2.6507,2.3766,1.9553,2.5281,3.9763,2.464,1.5241,2.1262,0.7322,2.6074,3.035,2.1527,2.8466,0.9803,2.1724,1 
-0.9742,-0.6359,1.9244,1.869,2.3468,2.2631,0.8399,2.2521,2.2284,1.5946,1.3441,0.4017,2.0357,1.9958,2.5839,-0.4394,2.9033,1.7868,3.1905,1.337,1 
0.2566,-1.3247,3.6337,2.2727,2.5242,1.9195,2.2563,0.9176,2.0063,2.1562,2.3445,2.8064,3.468,1.324,2.8037,1.5909,1.0619,1.8811,2.6994,1.8975,1 
0.9644,0.2883,1.2994,3.8162,1.7899,1.0171,3.3959,2.9029,1.4813,1.2658,3.2715,1.7539,4.0918,2.736,2.5966,2.0392,2.3138,3.0407,2.0856,1.7803,1 
0.7834,-0.0562,3.1306,1.8823,1.2055,2.1416,1.405,1.8396,1.568,2.2006,2.9834,2.7272,1.7421,0.8079,1.9228,2.0101,3.1975,1.5437,3.0682,3.1794,1 
0.5736,-0.5202,2.4853,2.0733,4.0174,1.813,1.4223,3.0308,2.5234,2.8366,0.473,2.2447,4.1541,2.2188,0.9905,2.2391,0.6415,3.4072,1.9823,1.062,1 
-0.4431,0.6593,2.9689,2.6483,1.8563,2.0009,1.1387,2.438,1.574,1.2807,3.4482,2.6968,1.5445,2.7313,0.7653,0.5263,0.4955,2.5581,0.6467,4.425,1 
-0.3907,-0.1786,2.6164,2.9645,0.3461,2.0153,0.814,0.9888,2.5847,2.3442,1.6964,3.534,1.876,1.4467,1.7297,2.3656,1.7949,2.7967,2.8389,1.9283,1 
1.8218,-1.0134,1.9004,2.1331,1.3974,2.0022,2.9189,1.4164,1.7753,2.3116,1.3949,1.382,0.154,2.3608,2.7999,2.0963,2.0226,2.3403,-0.5721,1.3282,1 
0.2638,-1.7401,1.7493,3.6473,2.8986,1.9872,1.1245,0.6963,1.9113,2.215,2.2289,0.8965,2.4447,0.8896,1.2297,1.2256,2.0394,2.1799,1.7687,0.3911,1 
1.0452,-0.3533,2.4024,0.5633,2.2276,-0.4572,0.3843,1.7385,2.4375,2.0742,2.0147,-0.097,1.2255,5.3349,4.594,1.1817,2.0932,3.3469,2.017,3.3983,1 
-0.064,0.0809,0.8101,2.4014,1.5716,0.8592,1.8739,3.1293,2.0115,1.1115,0.8106,1.512,2.0021,2.1113,0.5643,3.4604,3.0509,2.317,-0.2371,2.2099,1 
-1.5328,0.7401,2.22,2.5723,1.9051,1.6552,2.9437,1.9641,1.2304,0.6001,0.904,2.903,1.6702,1.1385,1.4568,1.4903,-0.8282,1.6281,1.5552,1.5373,1 
0.4763,-0.092,2.6064,1.9854,4.2463,1.7864,2.0389,1.2187,2.0606,2.3499,2.3359,4.249,4.0635,-0.8382,-1.3481,2.6955,2.2014,0.4893,2.0746,3.5075,1 
-0.5215,-0.2686,3.3481,1.7517,4.0955,3.7934,0.5999,0.0691,1.6875,1.6048,0.8415,2.8829,3.6077,2.8106,2.7057,2.6744,1.7829,0.1177,2.0048,2.7435,1 
0.8161,0.5356,3.79,2.6867,2.0031,3.5245,2.0541,1.9907,1.2714,0.3726,0.5552,2.0728,-0.5468,2.514,2.7899,2.4926,0.3117,1.6526,3.6155,1.6613,1 
-0.3235,0.4996,2.0791,1.6065,2.397,1.3273,1.785,1.3727,1.8677,2.7341,2.6135,0.6267,2.9037,2.1729,1.5352,1.5641,-0.3478,1.9976,1.4046,2.5044,1 
-0.9102,-0.5358,2.31,2.3329,3.2213,2.186,3.1732,1.8399,1.2171,2.8315,2.4109,1.9123,0.0644,0.5953,2.4582,2.2768,1.8575,2.2261,-0.1875,1.1903,1 
0.637,0.9955,1.7677,1.7219,4.0339,1.7084,2.3159,2.1436,3.4015,3.2026,3.1382,4.7858,3.4301,1.9619,2.2409,2.2164,0.9423,4.4719,2.5737,1.2806,1 
-0.8421,-0.1321,1.0519,1.5424,4.0092,0.9044,2.2224,0.9865,1.879,4.1123,1.3788,1.8274,1.3048,2.1138,1.2498,1.0218,3.0429,2.5349,1.0136,2.0831,1 
0.8646,-0.4984,3.5438,-0.2333,1.4294,4.0571,1.4579,2.8648,2.2258,2.3338,2.3737,0.1127,3.0174,3.024,1.398,1.9171,1.2654,3.2373,2.7171,1.8366,1 
-0.2519,-0.6633,2.4353,0.9703,0.5947,0.6046,2.7351,1.2858,3.0797,2.2045,2.5847,1.011,1.6035,2.6261,2.9386,1.1644,4.3509,2.1516,1.2018,1.4153,1 
-0.1084,0.305,2.5574,0.8321,1.4184,3.8595,2.3994,4.1041,2.6761,2.9218,1.8491,3.2563,1.5922,0.6953,3.2181,2.4829,1.8342,1.7266,1.5932,2.099,1 
0.2972,-1.0228,3.4694,0.6789,1.4918,0.5572,3.1012,3.1094,1.3824,1.3785,4.414,2.4131,2.3931,2.565,0.9885,1.3941,0.1044,0.8558,0.9982,4.6017,1 
-0.2425,0.3058,2.6259,0.8957,3.512,1.2923,1.6021,1.6726,1.3493,1.5677,1.6344,3.0038,0.6572,1.7623,3.0631,3.0464,0.842,0.2848,3.0229,2.0785,1 
-0.0524,-0.589,1.8115,2.2557,1.6032,1.4428,-0.4234,1.4523,1.0618,2.4733,1.1425,1.7081,2.6032,1.6818,0.9833,2.1233,0.5797,2.7027,0.4949,2.4329,1 
-1.2442,-0.8008,1.2099,2.2891,2.4947,1.7229,1.243,3.6098,0.63,2.4283,2.4788,1.8592,2.0753,1.8073,0.8696,3.2295,1.8397,2.544,2.4182,0.1523,1 
0.5284,2.0872,2.4489,2.4453,1.3483,0.943,0.1582,1.668,2.2018,3.9967,2.7042,2.3452,3.2275,1.053,2.8691,1.4896,2.6978,1.4578,2.9664,2.9576,1 
-0.4346,0.3323,3.9268,3.453,1.6926,1.0555,2.8901,1.5516,1.0295,1.5748,3.5744,1.9994,1.4807,2.8659,3.2157,2.0826,3.0793,1.0349,1.5011,0.7638,1 
0.1702,0.692,1.034,1.8968,-0.2399,3.0897,0.9139,1.4943,1.5536,0.5408,2.8206,1.5921,2.5518,2.1713,2.3644,1.2223,3.0117,1.6444,1.6195,2.5525,1 
0.798,0.0569,3.3535,2.416,2.7492,1.6805,2.323,3.0891,1.1662,2.1675,0.9533,2.3151,2.171,2.6129,2.5032,1.9472,3.2778,0.4272,1.7858,1.1954,1 
-0.2236,-0.0272,1.0915,0.739,1.2263,0.962,1.2593,2.6182,1.9693,2.1512,0.8298,3.1033,3.9998,0.9542,0.274,0.9544,0.5045,2.2249,2.3254,1.7565,1 
0.9399,0.9505,3.1588,1.9487,0.3078,2.005,3.1392,1.9898,1.7598,-0.0833,1.4618,2.2861,1.2547,1.7265,3.6108,2.1098,2.4371,3.7919,3.5787,1.1894,1 
-0.5602,0.3174,1.8486,3.2851,1.9142,2.2066,1.839,1.2112,2.5971,0.2397,3.1146,2.3584,3.8788,0.8274,1.6745,2.7267,2.8674,2.9652,2.2448,2.97,1 
-2.238,-0.5918,2.6482,2.1318,2.0851,1.5972,1.6306,2.7066,2.1327,0.7128,2.3313,3.8922,2.6328,1.6581,0.1302,3.2281,2.795,1.8443,1.5003,2.1956,1 
0.8353,-1.5831,0.9498,1.3451,2.3246,2.5,0.3299,2.7989,0.7731,0.49,2.6568,3.617,1.4095,0.9365,0.837,3.3019,2.9415,2.7103,1.3505,2.9326,1 
1.2223,1.2885,1.6349,0.9358,3.3138,2.3121,0.9612,1.5239,0.4606,2.0428,2.2967,1.5548,0.2856,1.3928,2.954,1.3685,1.2872,2.2248,0.4994,3.0125,1 
1.2253,0.4228,1.7849,1.4683,1.0709,2.3758,0.5345,2.4738,0.6676,3.2228,1.785,2.2642,2.5591,2.0858,2.1034,1.915,2.1201,4.3585,0.6116,1.5788,1 
0.5021,0.576,3.3985,-1.2427,0.2855,2.0518,2.9861,1.8104,1.5668,2.0375,3.3689,2.4091,2.0882,2.0076,1.5397,3.4835,3.6299,2.7496,1.0563,3.357,1 
0.4506,0.0553,1.9691,1.7366,3.0787,2.0088,0.8977,2.7042,2.3697,2.3275,2.1707,1.9833,2.6058,3.0315,4.1641,2.9757,1.5458,2.8041,2.6598,0.8795,1 
1.6412,-0.6643,1.7982,3.1591,1.9495,2.5398,0.9522,2.8142,2.6067,0.6461,1.1166,1.9723,1.9682,1.848,2.1731,1.1422,3.8567,2.7632,2.9244,1.7921,1 
1.8401,1.2952,2.2376,1.6137,2.2821,2.7674,1.0114,2.9294,1.369,1.283,1.1694,1.132,3.199,-0.2131,0.9493,2.5525,3.9222,3.4569,0.3898,1.935,1 
0.0396,0.3799,2.6948,3.393,1.9163,1.4907,0.9813,2.27,2.4912,2.306,4.0648,1.6175,2.042,1.6286,1.4562,2.0671,2.9907,1.1139,0.9878,1.1616,1 
0.5196,-0.8733,2.9756,1.5246,3.069,1.9227,0.0453,2.0055,3.2931,1.486,1.2001,0.702,2.524,2.3993,3.0533,1.8009,3.5831,2.5457,2.9565,2.0065,1 
1.07,0.4522,0.895,2.8781,1.6274,1.9059,3.7615,2.1992,2.8285,1.0026,0.9931,1.3033,2.6301,2.4493,3.2474,2.5354,3.3601,2.4978,0.6463,2.1068,1 
-1.7803,0.905,1.0076,3.357,3.3021,3.3909,2.1071,2.7713,4.3882,1.8987,1.8648,2.3406,1.6995,1.0979,3.3683,2.3199,1.9506,1.3655,3.1092,3.3324,1 
-0.3282,-0.3971,1.1839,2.1884,3.0586,2.6259,1.9967,1.79,1.7673,1.2559,3.513,1.2203,3.0258,2.6164,1.747,1.9349,1.2538,3.1066,4.01,1.362,1 
-0.2267,-1.8681,2.7743,1.4381,3.1691,3.2993,3.5085,2.2766,3.1049,3.1086,1.1644,0.7542,2.677,1.6056,1.4698,3.1508,0.098,1.7706,1.4021,2.0541,1 
0.4796,-1.1359,1.8244,4.1007,3.4339,3.5876,1.5126,1.4685,1.8138,1.2545,3.099,2.8873,2.7729,3.344,2.1512,1.3556,1.9681,1.4994,0.2577,1.3199,1 
-1.213,-1.3384,1.4329,3.4348,3.0619,2.566,3.1209,0.9589,0.4988,3.283,1.6553,1.6773,3.0685,3.6229,1.6356,3.6626,1.333,1.0866,1.388,3.9332,1 
0.2541,-0.627,2.0094,2.4597,3.7733,0.826,0.9125,1.5499,2.7071,1.8741,1.1235,2.5923,2.6151,2.1227,1.2109,3.1514,2.526,1.62,0.0322,2.0353,1 
2.0846,0.1044,1.6765,1.8271,3.0805,2.6408,2.0685,2.4727,0.8724,2.1734,3.2525,2.0581,1.6144,1.4044,1.7836,3.0403,3.3654,3.3333,2.3801,2.609,1 
0.257,-2.2162,1.0507,2.5352,2.9762,2.0179,0.569,1.8676,1.9762,3.2587,1.8116,3.4562,1.9463,1.7417,2.2721,1.3902,1.9519,2.1678,2.7952,3.2463,1 
1.1512,1.6278,1.8462,1.9815,1.8284,1.2779,0.3418,-0.0347,1.2771,2.6043,2.7763,3.4814,0.9725,2.8023,1.834,2.9077,1.739,1.9089,2.2867,1.3414,1 
0.2819,1.2577,1.6203,1.2988,1.2246,4.9864,2.9747,2.1069,-0.1271,2.3908,3.7872,1.6604,2.2018,2.9304,2.4281,3.583,3.7467,3.21,2.7053,2.9826,1 
-0.7904,1.6197,2.6319,1.749,2.4865,3.1307,0.2284,1.5534,2.1672,3.2005,1.2743,2.5666,1.3469,3.0472,1.0549,1.8168,2.4216,3.1794,1.6455,0.9779,1 
-2.5889,1.3193,2.5421,3.525,1.3308,2.2077,1.0565,4.5916,1.1765,2.3669,2.4578,1.9243,1.8356,2.2758,1.0717,2.3159,2.0134,2.7557,1.5588,1.1685,1 
-1.3539,-0.0452,2.0979,3.8973,2.561,3.3746,2.3193,2.3725,3.4576,0.4698,2.5807,2.7924,3.177,1.7824,2.4977,1.9272,2.241,2.2295,3.115,3.2137,1 
0.0361,-0.44,4.5033,0.3924,2.3232,2.8467,2.5068,4.2698,-0.017,1.5555,1.7183,1.8196,2.5702,2.6353,0.7817,2.8153,2.459,0.6894,1.5235,2.8715,1 
1.0047,0.3504,-0.3223,1.5773,1.4828,0.7993,1.2435,1.7624,2.5125,2.0258,3.5925,1.7341,2.2336,2.1048,2.4064,2.2182,3.2471,2.4905,1.4617,0.9228,1 
-1.0806,-0.3134,0.8337,1.6549,2.3512,1.0993,2.5465,0.952,2.5099,1.7187,3.9479,-0.3038,1.4539,1.7818,2.6458,2.1524,2.5094,1.9974,1.7589,1.6808,1 
0.5664,-0.4708,1.1301,2.0547,2.0132,1.3203,1.2037,1.3731,1.5623,3.0126,1.8459,0.6197,2.6629,2.866,1.9474,2.6469,2.5958,3.2219,1.911,2.6824,1 
-0.2441,-1.076,1.3927,3.4798,1.3345,3.4059,1.7647,1.3299,1.5614,2.1591,1.9982,0.306,2.1342,1.5282,3.4618,2.4756,3.5936,1.0247,2.0537,3.5505,1 
0.0001,0.4717,2.6194,0.4447,2.4483,3.2439,2.3144,1.7317,1.0816,2.5143,1.2923,2.6303,3.3917,-0.7279,0.476,1.2661,2.5202,1.7074,3.7593,1.8994,1 
0.5701,1.0486,3.0842,1.0657,1.4746,2.0603,2.8048,1.7475,2.9322,2.1946,3.3315,1.6237,1.9277,2.4279,1.1204,2.217,2.8237,0.4726,2.9273,1.1205,1 
0.4586,-1.2785,1.2496,0.3058,3.4633,3.4544,0.2601,1.241,2.6195,2.0665,3.0427,0.8921,2.1616,2.2577,3.0099,3.0502,2.6679,1.5257,2.7347,1.9578,1 
0.8019,0.4358,0.7264,1.7561,-0.7166,1.9837,1.1903,2.0342,2.7957,2.9005,3.1819,2.32,3.3386,2.2338,2.2988,2.9371,2.929,3.0294,1.7419,2.6293,1 
0.6189,0.7289,3.2115,3.7854,2.8159,0.7953,1.2773,2.979,1.8574,2.6753,2.6525,2.3842,2.5015,3.7722,0.8846,2.5908,1.3594,2.6485,3.7796,2.7906,1 
0.3139,-0.6986,2.722,-0.4072,3.6715,0.3367,2.1543,2.0294,1.8393,1.3198,2.1014,3.4359,2.3649,2.7202,3.7745,2.0555,1.8501,1.6534,2.7776,2.6915,1 
-0.6779,0.7454,0.2573,2.4433,2.3791,2.1004,2.0428,4.3426,1.5551,1.1053,3.8464,0.156,2.4242,1.4172,2.0983,2.1062,0.6562,2.4232,2.772,1.2929,1 
0.0218,-1.6026,2.968,0.5008,0.6469,3.267,0.2362,1.3775,1.0102,1.3399,1.4418,2.8372,3.6453,1.9938,2.4979,3.509,0.3643,0.2699,0.378,1.3488,1 
-0.6848,0.2834,1.4788,2.2061,2.8923,0.8884,2.5907,2.7749,2.2933,2.3416,2.4191,4.1467,1.7417,1.0225,2.5341,2.3218,2.2927,2.1346,3.5375,2.6593,1 
-0.5592,-0.2093,3.6005,-0.6915,1.2805,1.718,2.6941,1.7949,0.7917,1.4714,1.249,2.9413,4.3918,0.5555,2.7405,1.7769,2.4712,1.7884,1.3073,1.6752,1 
-0.8078,1.3361,1.3365,2.2441,-0.4383,1.6531,2.6034,1.564,3.8095,3.4551,0.8319,2.8846,2.3621,1.1682,2.1031,3.9702,4.034,-0.0139,0.3574,1.9456,1 
-0.3529,-1.2942,1.1604,3.8641,1.5623,2.9088,1.2619,2.8148,1.6458,2.0308,3.1296,0.9578,1.3678,4.4725,2.0624,2.9809,1.0961,1.2251,2.1556,4.2243,1 
0.2074,0.2164,-0.4738,2.569,3.3926,2.1168,2.3485,3.1373,3.7941,1.8137,0.4709,2.5637,2.4485,2.7032,3.2735,3.4511,1.5377,1.7128,1.3529,3.6542,1 
-0.2829,-0.0319,1.4631,3.4708,2.0495,1.3433,1.2983,1.9894,3.5691,0.8296,2.417,1.795,4.0394,2.083,-0.4563,1.7668,-0.2262,-0.5525,0.6322,2.5113,1 
-0.5514,-1.5767,2.4792,1.8252,2.305,0.6582,2.6618,1.7066,0.1236,1.5334,3.4742,3.4508,3.1031,3.2715,3.4093,2.0182,-0.0073,-0.4275,1.5694,1.3985,1 
-0.132,1.2659,2.2349,3.4984,2.4493,2.3782,1.5906,2.7609,2.176,3.5128,1.3028,2.8865,1.3398,1.1827,2.4755,0.7018,1.8033,2.7296,1.9632,3.3197,1 
-0.0493,0.4617,3.2937,2.6709,2.3326,1.2785,1.3317,1.9375,0.4803,3.4448,1.6022,1.2131,1.6303,1.8549,3.621,3.0002,1.8146,2.1073,3.4895,2.1013,1 
0.6918,1.4196,3.4258,2.0665,3.7695,2.1161,1.9878,0.7806,2.5829,1.9652,3.8562,2.9986,1.0388,2.2374,0.9029,3.6925,1.9151,1.2423,3.4021,0.4307,1 
0.5132,0.06,2.8994,2.5631,2.2459,3.5415,2.5943,1.673,2.2753,2.6474,1.8,0.345,2.9013,1.5137,1.3992,0.515,1.523,1.5915,3.7907,0.9666,1 
-0.4196,-0.1206,2.1009,2.2962,1.471,2.0705,1.0141,1.9387,4.1508,0.7704,0.9843,1.1869,-0.5931,1.237,3.4854,1.4208,3.1134,1.6056,2.1321,1.5043,1 
0.2083,-1.5644,2.8949,2.8794,2.0255,2.9359,1.2094,1.533,4.2067,4.7304,2.2398,2.5195,0.0354,3.4732,2.0382,2.4448,1.7006,2.9976,1.2252,0.3909,1 
0.2069,-1.4013,2.322,1.2303,0.7659,2.9208,1.7477,1.8744,2.9255,2.5419,2.7655,1.9453,-0.0462,2.5073,2.3114,0.9357,1.8039,2.3345,1.8442,2.1478,1 
0.495,-0.6001,2.1528,3.2102,1.9106,1.9667,2.7909,0.7221,1.5479,4.5511,2.8181,2.6972,2.7531,2.8862,2.6325,3.0744,2.0193,0.8206,1.6261,1.7676,1 
0.4432,0.8154,2.1394,2.0098,3.7806,2.0451,2.507,3.3383,0.9787,2.8375,2.1811,3.4615,1.2127,3.7918,1.8722,2.3064,1.5787,0.8575,1.2818,0.1942,1 
1.068,0.4069,1.4736,3.288,3.7673,0.9594,1.0061,-0.0874,1.3747,2.7513,1.4182,2.4475,0.6808,3.9069,1.9069,2.4042,3.9205,1.3446,0.1422,0.8999,1 
-0.347,0.7241,2.3847,2.668,-0.1752,3.0133,2.5447,-0.0997,4.3032,0.4217,2.2371,0.6559,1.6055,0.5669,-0.0355,0.7498,3.9131,2.5183,3.8356,1.6671,1 
0.4835,-0.7292,1.4923,1.4454,3.0299,3.4201,1.5027,2.3988,1.6026,2.6182,2.2993,2.8283,1.453,2.5355,1.3974,1.8316,2.9708,1.5232,2.1932,2.6826,1 
-1.1398,-0.7077,2.3874,1.6103,2.1863,3.4445,3.3513,2.6851,1.783,1.5744,1.3544,2.2576,0.2869,1.9361,1.0428,2.0769,3.7598,2.5756,3.5517,2.1223,1 
-0.6939,0.4436,1.1314,1.0837,2.1122,2.3625,2.3074,0.5099,1.1234,1.3859,3.1977,1.9772,1.6251,1.5581,1.602,2.3275,0.4478,1.5109,1.6416,2.8153,1 
-1.2397,0.9412,0.7032,1.044,0.2019,1.4044,2.81,1.7437,1.6262,0.8264,2.3804,1.8931,1.7001,1.4234,2.5589,0.919,2.0329,1.9761,1.5356,0.7633,1 
2.9007,0.6715,3.3083,3.5228,1.7749,4.2436,2.6562,2.4952,3.267,2.2668,1.8354,2.1739,2.4738,0.9718,2.2344,2.4838,3.5157,0.7707,1.1156,2.2986,1 
0.5006,-0.4593,-0.1993,0.6497,2.2688,3.451,2.9044,1.0563,1.9575,2.7788,1.9865,1.8001,1.0943,2.2421,0.7669,1.4738,2.0711,2.3777,0.326,3.9003,1 
0.1551,-2.2697,1.4381,2.4553,2.983,2.0767,2.6641,0.9734,3.336,2.3466,1.2412,1.6265,1.1284,0.9453,0.8518,3.1236,1.9352,2.7706,1.0484,2.2783,1 
0.0581,-1.1106,-0.6378,2.0249,1.3104,0.2305,1.1437,2.2901,2.2348,2.1715,2.6232,2.1572,2.8894,1.1242,0.455,0.7707,3.013,2.6373,0.4116,1.7114,1 
-1.2926,-0.4158,1.648,1.3083,2.7663,2.443,2.0297,2.6178,2.9448,1.5052,3.2773,1.6193,1.9941,2.7051,0.0189,0.2385,1.0987,3.805,1.5235,1.959,1 
0.1177,-1.8166,1.1976,0.9081,2.6123,3.6369,3.4646,0.4146,2.1555,2.249,1.0555,0.7235,3.4264,1.9874,3.6811,2.8237,2.1898,0.0815,-0.1567,3.5085,1 
0.4119,-0.5996,4.299,3.3005,1.7718,3.1357,1.8177,2.4219,2.011,0.0254,1.2367,1.9827,1.9451,2.7899,2.7535,2.5125,4.0751,0.9831,2.7358,0.5731,1 
-0.8042,0.6441,2.4854,1.8568,0.2803,3.0482,1.5761,2.5146,2.8929,2.6416,0.8679,1.907,3.0363,1.8012,1.3463,1.9638,1.0872,0.6856,2.3566,2.0098,1 
0.2566,1.182,1.5032,1.7829,1.3688,0.5669,1.8291,0.4798,-0.0375,2.3636,1.4257,2.5405,1.4118,1.4805,1.0603,1.5376,2.6492,0.4164,1.5476,0.7734,1 
-0.9127,-0.3694,3.7934,1.9793,2.4137,1.8286,3.5279,3.2281,2.0109,2.551,0.5247,2.2336,2.278,1.9632,4.0259,2.78,1.2986,1.3563,1.9806,2.7671,1 
-1.6962,0.0782,3.0349,2.2571,3.1751,1.5039,1.4615,2.543,1.4274,1.1346,0.6008,0.8834,1.3271,2.4435,3.0158,1.2513,1.2159,2.1166,2.1086,1.7228,1 
-0.3181,1.3064,3.5539,0.3136,2.3494,2.0157,0.7903,2.353,1.1154,-0.2883,2.1313,1.2132,2.714,2.8972,2.8785,-0.15,1.4633,2.441,2.1186,3.3988,1 
0.6346,0.8442,3.1129,1.7798,2.0721,1.4724,1.9628,2.4137,2.4335,-0.4909,2.7268,1.3935,0.1761,2.651,1.6395,1.4309,0.7498,2.466,2.8325,2.7382,1 
-0.4038,0.648,1.083,0.9248,2.456,2.9774,3.0599,2.4746,2.0373,2.1896,2.3636,3.0407,2.0043,1.8346,2.7738,1.4908,2.4136,2.5037,1.982,1.2346,1 
-0.2714,1.6246,0.869,0.2663,0.5503,1.6039,2.6254,1.6048,2.0613,2.3207,1.0393,1.1602,-0.9244,0.8251,2.0374,1.1996,1.5655,2.3815,1.5641,2.001,1 
-1.1521,0.8084,1.0147,3.0494,2.7083,3.5584,2.5404,1.0084,1.4797,1.8351,1.9015,2.2339,0.8487,1.8622,1.6365,2.744,2.2078,1.2606,2.1921,0.5735,1 
0.9735,-0.7703,0.9499,2.2791,-0.5957,1.5607,0.7842,1.904,0.9459,2.2515,0.9579,2.0327,3.3726,2.3537,3.0948,1.2562,2.4184,0.721,3.2253,2.1081,1 
